title,authors,publication_year,doi,abstract,cited_by_count,source_name,openalex_id,landing_page_url,keyword,retrieved_at,relevance_score,impact_score,recency_score,completeness_score,preliminary_score
An Active Instance-based Machine Learning method for Stellar Population Studies,Thamar Solorio; Olac Fuentes; Roberto Terlevich; Elena Terlevich,2005,,"We have developed a method for fast and accurate stellar population parameters determination in order to apply it to high resolution galaxy spectra. The method is based on an optimization technique that combines active learning with an instance-based machine learning algorithm. We tested the method with the retrieval of the star-formation history and dust content in ""synthetic"" galaxies with a wide range of S/N ratios. The ""synthetic"" galaxies where constructed using two different grids of high resolution theoretical population synthesis models. The results of our controlled experiment shows that our method can estimate with good speed and accuracy the parameters of the stellar populations that make up the galaxy even for very low S/N input. For a spectrum with S/N=5 the typical average deviation between the input and fitted spectrum is less than 10**{-5}. Additional improvements are achieved using prior knowledge.",17,,https://openalex.org/W3099811482,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.258.1898,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.825,0.3455,0.0,0.6667,0.5003
Estimates of the atmospheric parameters of M-type stars: a machine-learning perspective,L. M. Sarro; Joaquín Ordieres‐Meré; A. Bello-García; Ana González‐Marcos; E. Solano,2018,10.1093/mnras/sty165,"Estimating the atmospheric parameters of M-type stars has been a difficult task due to the lack of simple diagnostics in the stellar spectra. We aim at uncovering good sets of predictive features of stellar atmospheric parameters (Teff, log (g), [M/H]) in spectra of M-type stars. We define two types of potential features (equivalent widths and integrated flux ratios) able to explain the atmospheric physical parameters. We search the space of feature sets using a genetic algorithm that evaluates solutions by their prediction performance in the framework of the BT-Settl library of stellar spectra. Thereafter, we construct eight regression models using different machine-learning techniques and compare their performances with those obtained using the classical χ2 approach and independent component analysis (ICA) coefficients. Finally, we validate the various alternatives using two sets of real spectra from the NASA Infrared Telescope Facility (IRTF) and Dwarf Archives collections. We find that the cross-validation errors are poor measures of the performance of regression models in the context of physical parameter prediction in M-type stars. For R ∼ 2000 spectra with signal-to-noise ratios typical of the IRTF and Dwarf Archives, feature selection with genetic algorithms or alternative techniques produces only marginal advantages with respect to representation spaces that are unconstrained in wavelength (full spectrum or ICA). We make available the atmospheric parameters for the two collections of observed spectra as online material.",14,Monthly Notices of the Royal Astronomical Society,https://openalex.org/W2792676640,https://doi.org/10.1093/mnras/sty165,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.65,0.3237,0.2,1.0,0.4971
Machine learning in APOGEE,Rafael Garcia‐Dias; Carlos Allende Prieto; J. Sánchez Alméida; P. A. Palicio,2019,10.1051/0004-6361/201935223,"Context. The vast volume of data generated by modern astronomical surveys offers test beds for the application of machine-learning. In these exploratory applications, it is important to evaluate potential existing tools and determine those that are optimal for extracting scientific knowledge from the available observations. Aims. We explore the possibility of using unsupervised clustering algorithms to separate stellar populations with distinct chemical patterns. Methods. Star clusters are likely the most chemically homogeneous populations in the Galaxy, and therefore any practical approach to identifying distinct stellar populations should at least be able to separate clusters from each other. We have applied eight clustering algorithms combined with four dimensionality reduction strategies to automatically distinguish stellar clusters using chemical abundances of 13 elements. Our test-bed sample includes 18 stellar clusters with a total of 453 stars. Results. We have applied statistical tests showing that some pairs of clusters (e.g., NGC 2458–NGC 2420) are indistinguishable from each other when chemical abundances from the Apache Point Galactic Evolution Experiment (APOGEE) are used. However, for most clusters we are able to automatically assign membership with metric scores similar to previous works. The confusion level of the automatically selected clusters is consistent with statistical tests that demonstrate the impossibility of perfectly distinguishing all the clusters from each other. These statistical tests and confusion levels establish a limit for the prospect of blindly identifying stars born in the same cluster based solely on chemical abundances. Conclusion. We find that some of the algorithms we explored are capable of blindly identify stellar populations with similar ages and chemical distributions in the APOGEE data. Even though we are not able to fully separate the clusters from each other, the main confusion arises from clusters with similar ages. Because some stellar clusters are chemically indistinguishable, our study supports the notion of extending weak chemical tagging that involves families of clusters instead of individual clusters.",18,Astronomy and Astrophysics,https://openalex.org/W4288143301,https://doi.org/10.1051/0004-6361/201935223,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.575,0.3519,0.3,1.0,0.4956
SPCANet: Stellar Parameters and Chemical Abundances Network for LAMOST-II Medium Resolution Survey,Rui Wang; A-Li Luo; Jian-Jun Chen; Wen Hou; Shuo Zhang; Yongheng Zhao; Xiangru Li; Yonghui Hou,2020,10.3847/1538-4357/ab6dea,"Abstract The fundamental stellar atmospheric parameters ( T eff and log g ) and 13 chemical abundances are derived for medium-resolution spectroscopy from Large Sky Area Multi-Object Fiber Spectroscopic Telescope (LAMOST) Medium Resolution Survey (MRS) data sets with a deep-learning method. The neural networks we designed, named SPCANet, precisely map LAMOST MRS spectra to stellar parameters and chemical abundances. The stellar labels derived by SPCANet have precisions of 119 K for T eff and 0.17 dex for log g . The abundance precision of 11 elements including [C/H], [N/H], [O/H], [Mg/H], [Al/H], [Si/H], [S/H], [Ca/H], [Ti/H], [Cr/H], [Fe/H], and [Ni/H] are 0.06 ∼ 0.12 dex, while that of [Cu/H] is 0.19 dex. These precisions can be reached even for spectra with signal-to-noise ratios as low as 10. The results of SPCANet are consistent with those from other surveys such as APOGEE, GALAH, and RAVE, and are also validated with the previous literature values including clusters and field stars. The catalog of the estimated parameters is available at doi: 10.12149/101012 .",67,The Astrophysical Journal,https://openalex.org/W2999093079,https://doi.org/10.3847/1538-4357/ab6dea,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.4,0.5043,0.4,1.0,0.4913
The EREBOS project: Investigating the effect of substellar and low-mass stellar companions on late stellar evolution,V. Schaffenroth; B. N. Barlow; S. Geier; M. Vučković; D. Kilkenny; M. Wolz; Thomas Kupfer; U. Heber; H. Drechsel; S. Kimeswenger; T. R. Marsh; M. Wolf; Ingrid Pelisoli; J. Freudenthal; S. Dreizler; S. Kreuzer; E. Ziegerer,2019,10.1051/0004-6361/201936019,"Eclipsing post-common-envelope binaries are highly important for resolving the poorly understood, very short-lived common-envelope phase of stellar evolution. Most hot subdwarfs (sdO/Bs) are the bare helium-burning cores of red giants that have lost almost all of their hydrogen envelope. This mass loss is often triggered by common-envelope interactions with close stellar or even substellar companions. Cool companions to hot subdwarf stars such as late-type stars and brown dwarfs are detectable from characteristic light-curve variations – reflection effects and often eclipses. In the recently published catalog of eclipsing binaries in the Galactic Bulge and in the Asteroid Terrestrial-impact Last Alert System (ATLAS) survey, we discovered 125 new eclipsing systems showing a reflection effect seen by visual inspection of the light curves and using a machine-learning algorithm, in addition to the 36 systems previously discovered by the Optical Gravitational Lesing Experiment (OGLE) team. The Eclipsing Reflection Effect Binaries from Optical Surveys (EREBOS) project aims at analyzing all newly discovered eclipsing binaries of the HW Vir type (hot subdwarf + close, cool companion) based on a spectroscopic and photometric follow up to derive the mass distribution of the companions, constrain the fraction of substellar companions, and determine the minimum mass needed to strip off the red-giant envelope. To constrain the nature of the primary we derived the absolute magnitude and the reduced proper motion of all our targets with the help of the parallaxes and proper motions measured by the Gaia mission and compared those to the Gaia white-dwarf candidate catalog. It was possible to derive the nature of a subset of our targets, for which observed spectra are available, by measuring the atmospheric parameter of the primary, confirming that less than 10% of our systems are not sdO/Bs with cool companions but are white dwarfs or central stars of planetary nebula. This large sample of eclipsing hot subdwarfs with cool companions allowed us to derive a significant period distribution for hot subdwarfs with cool companions for the first time showing that the period distribution is much broader than previously thought and is ideally suited to finding the lowest-mass companions to hot subdwarf stars. The comparison with related binary populations shows that the period distribution of HW Vir systems is very similar to WD+dM systems and central stars of planetary nebula with cool companions. In the future, several new photometric surveys will be carried out, which will further increase the sample of this project, providing the potential to test many aspects of common-envelope theory and binary evolution.",49,Astronomy and Astrophysics,https://openalex.org/W2963038593,https://doi.org/10.1051/0004-6361/201936019,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.475,0.4676,0.3,1.0,0.4903
Galaxy Zoo: reproducing galaxy morphologies via machine learning★,Manda Banerji; Ofer Lahav; Chris J. Lintott; Filipe B. Abdalla; Kevin Schawinski; Steven P. Bamford; Dan Andreescu; Phil Murray; M. Jordan Raddick; Anze Slosar; Alex Szalay; Daniel Thomas; Jan Vandenberg,2010,10.1111/j.1365-2966.2010.16713.x,"We present morphological classifications obtained using machine learning for objects in the Sloan Digital Sky Survey DR6 that have been classified by Galaxy Zoo into three classes, namely early types, spirals and point sources/artefacts. An artificial neural network is trained on a subset of objects classified by the human eye, and we test whether the machine-learning algorithm can reproduce the human classifications for the rest of the sample. We find that the success of the neural network in matching the human classifications depends crucially on the set of input parameters chosen for the machine-learning algorithm. The colours and parameters associated with profile fitting are reasonable in separating the objects into three classes. However, these results are considerably improved when adding adaptive shape parameters as well as concentration and texture. The adaptive moments, concentration and texture parameters alone cannot distinguish between early type galaxies and the point sources/artefacts. Using a set of 12 parameters, the neural network is able to reproduce the human classifications to better than 90 per cent for all three morphological classes. We find that using a training set that is incomplete in magnitude does not degrade our results given our particular choice of the input parameters to the network. We conclude that it is promising to use machine-learning algorithms to perform morphological classification for the next generation of wide-field imaging surveys and that the Galaxy Zoo catalogue provides an invaluable training set for such purposes.",199,Monthly Notices of the Royal Astronomical Society,https://openalex.org/W2098142369,https://doi.org/10.1111/j.1365-2966.2010.16713.x,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.5,0.6333,0.0,1.0,0.49
Beyond<i>Gaia</i>DR3: Tracing the [<i>α</i>/M] – [M/H] bimodality from the inner to the outer Milky Way disc with<i>Gaia</i>-RVS and convolutional neural networks,G. Guiglion; S. Nepal; C. Chiappini; Sergey Khoperskov; G. Traven; A. B. A. Queiroz; Matthias Steinmetz; M. Valentini; Y. Fournier; A. Vallenari; K. Youakim; M. Bergemann; Szabolcs Mészáros; S. Lucatello; R. Sordo; S. Fabbro; Ivan Minchev; G. Tautvaiśienė; Š. Mikolaitis; J. Montalbán,2023,10.1051/0004-6361/202347122,"Context. In June 2022, Gaia DR3 provided the astronomy community with about one million spectra from the Radial Velocity Spectrometer (RVS) covering the CaII triplet region. In the next Gaia data releases, we anticipate the number of RVS spectra to successively increase from several 10 million spectra to eventually more than 200 million spectra. Thus, stellar spectra are projected to be produced on an ‘industrial scale’, with numbers well above those for current and anticipated ground-based surveys. However, one-third of the published spectra have 15 ≤ S /N ≤ 25 per pixel such that they pose problems for classical spectral analysis pipelines, and therefore, alternative ways to tap into these large datasets need to be devised. Aims. We aim to leverage the versatility and capabilities of machine learning techniques for supercharged stellar parametrisation by combining Gaia -RVS spectra with the full set of Gaia products and high-resolution, high-quality ground-based spectroscopic reference datasets. Methods. We developed a hybrid convolutional neural network (CNN) that combines the Gaia DR3 RVS spectra, photometry (G, G_BP, G_RP), parallaxes, and XP coefficients to derive atmospheric parameters ( T eff , log(g) as well as overall [M/H]) and chemical abundances ([Fe/H] and [ α /M]). We trained the CNN with a high-quality training sample based on APOGEE DR17 labels. Results. With this CNN, we derived homogeneous atmospheric parameters and abundances for 886 080 RVS stars that show remarkable precision and accuracy compared to external datasets (such as GALAH and asteroseismology). The CNN is robust against noise in the RVS data, and we derive very precise labels down to S/N =15. We managed to characterise the [ α /M] - [M/H] bimodality from the inner regions to the outer parts of the Milky Way, which has never been done using RVS spectra or similar datasets. Conclusions. This work is the first to combine machine learning with such diverse datasets and paves the way for large-scale machine learning analysis of Gaia -RVS spectra from future data releases. Large, high-quality datasets can be optimally combined thanks to the CNN, thereby realising the full power of spectroscopy, astrometry, and photometry.",36,Astronomy and Astrophysics,https://openalex.org/W4388665634,https://doi.org/10.1051/0004-6361/202347122,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.3,0.4316,0.7,1.0,0.4895
Stellar chromospheric activity of 1674 FGK stars from the AMBRE-HARPS sample,J. Gomes da Silva; N. C. Santos; V. Adibekyan; S. G. Sousa; T. L. Campante; P. Figueira; D. Bossini; E. Delgado-Mena; M. J. P. F. G. Monteiro; P. de Laverny; A. Recio–Blanco; C. Lovis,2020,10.1051/0004-6361/202039765,"Aims. The main objective of this project is to characterise chromospheric activity of FGK stars from the HARPS archive. We start, in this first paper, by presenting a catalogue of homogeneously determined chromospheric emission (CE), stellar atmospheric parameters, and ages for 1674 FGK main sequence (MS), subgiant, and giant stars. The analysis of CE level and variability is also performed. Methods. We measured CE in the Ca II H&amp;K lines using more than 180 000 high-resolution spectra from the HARPS spectrograph, as compiled in the AMBRE project, obtained between 2003 and 2019. We converted the fluxes to bolometric and photospheric corrected chromospheric emission ratio, R HK ′ . Stellar atmospheric parameters T eff , log g , and [Fe/H] were retrieved from the literature or determined using a homogeneous method. M ⋆ , R ⋆ , and ages were determined from isochrone fitting. Results. We show that our sample has a distribution of CE for MS stars that is consistent with an unbiased sample of solar-neighbour MS stars. We analysed the CE distribution for the different luminosity classes and spectral types and confirmed the existence of the very inactive (VI) star and very active star populations at log R HK ′ &lt; −5.1 and &gt; − 4.2 dex, respectively. We found indications that the VI population is composed mainly of subgiant and giant stars and that log R HK ′ = −5.1 dex marks a transition in stellar evolution. Overall, CE variability decreases with decreasing CE level but its distribution is complex. There appears to be at least three regimes of variability for inactive, active, and very active stars, with the inactive and active regimes separated by a diagonal, extended Vaughan-Preston (VP) gap. We show that stars with low activity levels do not necessarily have low variability. In the case of K dwarfs, which show high CE variability, inactive and active stars have similar levels of activity variability. This means that activity levels alone are not enough to infer the activity variability of a star. We also explain the shape of the VP gap observed in the distribution of CE using the CE variability-level diagram. In the CE variability-level diagram, the Sun is located in the high-variability region of the inactive MS stars zone. A method to extract the probability density function of the CE variability for a given log R HK ′ level is discussed, and a python code to retrieve it is provided.",127,Astronomy and Astrophysics,https://openalex.org/W3113695400,https://doi.org/10.1051/0004-6361/202039765,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.325,0.5799,0.4,1.0,0.484
The Fourteenth Data Release of the Sloan Digital Sky Survey: First Spectroscopic Data from the Extended Baryon Oscillation Spectroscopic Survey and from the Second Phase of the Apache Point Observatory Galactic Evolution Experiment,Bela Abolfathi; David S. Aguado; Gabriela Aguilar; Carlos Allende Prieto; Andrés Almeida; Tonima Tasnim Ananna; F. Anders; Scott F. Anderson; Brett H. Andrews; Borja Anguiano; Alfonso Aragón‐Salamanca; M. Argudo–Fernández; E. Armengaud; M. Ata; É. Aubourg; V. Ávila-Reese; Carles Badenes; S. Bailey; Christophe Balland; Kathleen A. Barger; J. K. Barrera-Ballesteros; Curtis Bartosz; Fabienne A. Bastien; Dominic Bates; Falk Baumgarten; Julian Bautista; Rachael L. Beaton; Timothy C. Beers; Francesco Belfiore; Chad F. Bender; Mariangela Bernardi; Matthew A. Bershady; Florian Beutler; Jonathan C. Bird; Dmitry Bizyaev; Guillermo A. Blanc; Michael R. Blanton; Michael Blomqvist; A. Bolton; M. Boquien; J. Borissova; Jo Bovy; Christian Andres Bradna Diaz; William Nielsen Brandt; J. Brinkmann; Joel R. Brownstein; Kevin Bundy; Adam J. Burgasser; E. Burtin; Nicolás G. Busca; Caleb I. Cañas; M. Cano-Díaz; Michele Cappellari; R. Carrera; Andrew R. Casey; Bernardo Cervantes Sodi; Yanping Chen; Brian Cherinka; C. Chiappini; Peter Doohyun Choi; Drew Chojnowski; Chia-Hsun Chuang; Haeun Chung; Nicolas Clerc; Roger E. Cohen; Julia M. Comerford; Johan Comparat; Janaina Correa do Nascimento; L. N. da Costa; Marie-Claude Cousinou; Kevin R. Covey; Jeffrey D. Crane; I. Cruz-González; Kátia Cunha; Gabriele S Ilha; G. Damke; Jeremy Darling; James W. Davidson; Kyle Dawson; Miguel Icaza-Lizaola; Axel de la Macorra; Sylvain de la Torre; Nathan De Lee; Victoria de Sainte Agathe; Alice Deconto Machado; F. Dell’Agli; Timothée Delubac; Aleksandar M. Diamond‐Stanic; John Donor; Juan José Downes; Niv Drory; Hélion du Mas des Bourboux; Christopher Duckworth; T. Dwelly; Jamie Dyer; Garrett Ebelke; Arthur Eigenbrot; Daniel J. Eisenstein; Y. Elsworth; Éric Emsellem,2018,10.3847/1538-4365/aa9e8a,"Abstract The fourth generation of the Sloan Digital Sky Survey (SDSS-IV) has been in operation since 2014 July. This paper describes the second data release from this phase, and the 14th from SDSS overall (making this Data Release Fourteen or DR14). This release makes the data taken by SDSS-IV in its first two years of operation (2014–2016 July) public. Like all previous SDSS releases, DR14 is cumulative, including the most recent reductions and calibrations of all data taken by SDSS since the first phase began operations in 2000. New in DR14 is the first public release of data from the extended Baryon Oscillation Spectroscopic Survey; the first data from the second phase of the Apache Point Observatory (APO) Galactic Evolution Experiment (APOGEE-2), including stellar parameter estimates from an innovative data-driven machine-learning algorithm known as “The Cannon”; and almost twice as many data cubes from the Mapping Nearby Galaxies at APO (MaNGA) survey as were in the previous release ( N = 2812 in total). This paper describes the location and format of the publicly available data from the SDSS-IV surveys. We provide references to the important technical papers describing how these data have been taken (both targeting and observation details) and processed for scientific use. The SDSS web site ( www.sdss.org ) has been updated for this release and provides links to data downloads, as well as tutorials and examples of data use. SDSS-IV is planning to continue to collect astronomical data until 2020 and will be followed by SDSS-V.",1051,The Astrophysical Journal Supplement Series,https://openalex.org/W2740236269,https://doi.org/10.3847/1538-4365/aa9e8a,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.225,0.8317,0.2,1.0,0.4795
A new view of the solar interface region from the Interface Region Imaging Spectrograph (IRIS),Bart De Pontieu; Vanessa Polito; V. H. Hansteen; Paola Testa; Katharine K. Reeves; Patrick Antolin; Daniel Nóbrega-Siverio; Adam F. Kowalski; Juan Martínez‐Sykora; M. Carlsson; Scott W. McIntosh; Wei Liu; Adrian Daw; C. C. Kankelborg,2021,10.1007/s11207-021-01826-0,"The Interface Region Imaging Spectrograph (IRIS) has been obtaining near- and far-ultraviolet images and spectra of the solar atmosphere since July 2013. The unique combination of near and far-ultraviolet spectra and images at subarcsecond resolution and high cadence allows the tracing of mass and energy through the critical interface between the solar surface and the corona or solar wind. IRIS has enabled research into the fundamental physical processes thought to play a role in the low solar atmosphere such as ion-neutral interactions, magnetic reconnection, the generation, propagation, and dissipation of various types of waves, the acceleration of non-thermal particles, and various small-scale instabilities. These new findings have helped provide novel insights into a wide range of phenomena including the discovery of non-thermal particles in coronal nanoflares, the formation and impact of spicules and other jets, resonant absorption and dissipation of Alfvenic waves, energy release associated with braiding of magnetic field lines, the thermal instability in the chromosphere-corona mass and energy cycle, the contribution of waves, turbulence, and non-thermal particles in the energy deposition during flares and smaller-scale events such as UV bursts, and the role of flux ropes and other mechanisms in triggering CMEs. IRIS observations have also advanced studies of the connections between solar and stellar physics. Advances in numerical modeling, inversion codes, and machine learning techniques have played a key role in driving these new insights. With the advent of exciting new instrumentation both on the ground (e.g., DKIST, ALMA) and space-based (e.g., Parker Solar Probe, Solar Orbiter), we aim to review new insights based on IRIS observations or related modeling, and highlight some of the outstanding challenges that have been brought to the fore.",84,arXiv (Cornell University),https://openalex.org/W3164017283,http://arxiv.org/abs/2103.16109,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.3,0.531,0.5,1.0,0.4793
3FGL DEMOGRAPHICS OUTSIDE THE GALACTIC PLANE USING SUPERVISED MACHINE LEARNING: PULSAR AND DARK MATTER SUBHALO INTERPRETATIONS,N. Mirabal; E. Charles; E. C. Ferrara; Peter L. Gonthier; A. K. Harding; M. Sánchez‐Conde; D. J. Thompson,2016,10.3847/0004-637x/825/1/69,"ABSTRACT Nearly one-third of the sources listed in the Third Fermi Large Area Telescope (LAT) catalog (3FGL) remain unassociated. It is possible that predicted and even unanticipated gamma-ray source classes are present in these data waiting to be discovered. Taking advantage of the excellent spectral capabilities achieved by the Fermi LAT, we use machine-learning classifiers (Random Forest and XGBoost) to pinpoint potentially novel source classes in the unassociated 3FGL sample outside the Galactic plane. Here we report a total of 34 high-confidence Galactic candidates at . The currently favored standard astrophysical interpretations for these objects are pulsars or low-luminosity globular clusters hosting millisecond pulsars (MSPs). Yet these objects could also be interpreted as dark matter annihilation taking place in ultra-faint dwarf galaxies or dark matter subhalos. Unfortunately, Fermi LAT spectra are not sufficient to break degeneracies between the different scenarios. Careful visual inspection of archival optical images reveals no obvious evidence for low-luminosity globular clusters or ultra-faint dwarf galaxies inside the 95% error ellipses. If these are pulsars, this would bring the total number of MSPs at to 106, down to an energy flux ≈4.0 × 10 −12 erg cm −2 s −1 between 100 MeV and 100 GeV. We find this number to be in excellent agreement with predictions from a new population synthesis of MSPs that predicts 100–126 high-latitude 3FGL MSPs depending on the choice of high-energy emission model. If, however, these are dark matter substructures, we can place upper limits on the number of Galactic subhalos surviving today and on dark matter annihilation cross sections. These limits are beginning to approach the canonical thermal relic cross section for dark matter particle masses below ∼100 GeV in the bottom quark ( ) annihilation channel.",63,The Astrophysical Journal,https://openalex.org/W2345446975,https://doi.org/10.3847/0004-637x/825/1/69,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.575,0.4971,0.0,1.0,0.4791
"A 'Quick Look' at All-Sky Galactic Archeology with TESS: 158,000 Oscillating Red Giants from the MIT Quick-Look Pipeline",Marc Hon; Daniel Huber; James S. Kuszlewicz; Dennis Stello; Sanjib Sharma; Jamie Tayar; Joel Zinn; Mathieu Vrard; Marc H. Pinsonneault,2021,10.3847/1538-4357/ac14b1,"We present the first near all-sky yield of oscillating red giants from the prime mission data of NASA's Transiting Exoplanet Survey Satellite (TESS). We apply machine learning towards long-cadence TESS photometry from the first data release by the MIT Quick-Look Pipeline to automatically detect the presence of red giant oscillations in frequency power spectra. The detected targets are conservatively vetted to produce a total of 158,505 oscillating red giants, which is an order of magnitude increase over the yield from Kepler and K2 and a lower limit to the possible yield of oscillating giants across TESS's nominal mission. For each detected target, we report effective temperatures and radii derived from colors and Gaia parallaxes, as well as estimates of their frequency at maximum oscillation power. Using our measurements, we present the first near all-sky Gaia-asteroseismology mass map, which shows global structures consistent with the expected stellar populations of our Galaxy. To demonstrate the strong potential of TESS asteroseismology for Galactic archeology even with only one month of observations, we identify 354 new candidates for oscillating giants in the Galactic halo, display the vertical mass gradient of the Milky Way disk, and visualize correlations of stellar masses with kinematic phase space substructures, velocity dispersions, and $\alpha$-abundances.",82,arXiv (Cornell University),https://openalex.org/W3202078593,http://arxiv.org/abs/2108.01241,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.3,0.5282,0.5,1.0,0.4784
Accuracy and Precision of Industrial Stellar Abundances,Paula Jofré; Ulrike Heiter; Caroline Soubiran,2019,10.1146/annurev-astro-091918-104509,"There has been an incredibly large investment in obtaining high-resolution stellar spectra for determining chemical abundances of stars. This information is crucial to answer fundamental questions in astronomy by constraining the formation and evolution scenarios of the Milky Way as well as the stars and planets residing in it. We have just entered a new era, in which chemical abundances of FGK-type stars are being produced at industrial scales, and in which the observations, reduction, and analysis of the data are automatically performed by machines. Here, we review the latest human efforts to assess the accuracy and precision of such industrial abundances by providing insights into the steps and uncertainties associated with the process of determining stellar abundances. We also provide a description of current and forthcoming spectroscopic surveys, focusing on their reported abundances and uncertainties. This allows us to identify which elements and spectral lines are best and why. Finally, we make a brief selection of main scientific questions the community is aiming to answer with abundances. ▪ Uncertainties in abundances need to be disentangled into random and systematic components. ▪ Precision can be increased by applying differential or data-driven methods based on accurate data. ▪ High-resolution and signal-to-noise spectra provide fundamental data that can be used to calibrate lower-resolution and signal-to-noise spectra of millions of stars. ▪ Different survey calibration strategies must agree on a common set of reference stars to create data products that are consistent. ▪ Data products provided by individual groups must be published using standard formats to ensure straightforward applicability.",177,Annual Review of Astronomy and Astrophysics,https://openalex.org/W2900811782,https://doi.org/10.1146/annurev-astro-091918-104509,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.325,0.6193,0.3,1.0,0.4758
Investigating the young AU Mic system with SPIRou: large-scale stellar magnetic field and close-in planet mass,Baptiste Klein; J.‐F. Donati; C. Moutou; X. Delfosse; X. Bonfıls; Eder Martioli; P. Fouqué; Ryan Cloutier; Étienne Artigau; René Doyon; G. Hébrard; J. Morin; Julien Rameau; Peter Plavchan; Eric Gaidos,2020,10.1093/mnras/staa3702,"ABSTRACT We present a velocimetric and spectropolarimetric analysis of 27 observations of the 22-Myr M1 star AU Microscopii (AU Mic) collected with the high-resolution YJHK (0.98–2.35 μm) spectropolarimeter SPIRou from 2019 September 18 to November 14. Our radial velocity (RV) time-series exhibits activity-induced fluctuations of 45 m s−1 rms, ∼3 times smaller than those measured in the optical domain, that we filter using Gaussian Process Regression. We report a 3.9σ detection of the recently discovered 8.46 -d transiting planet AU Mic b, with an estimated mass of 17.1$^{+4.7}_{-4.5}$ M⊕ and a bulk density of 1.3 ± 0.4 g cm−3, inducing an RV signature of semi-amplitude K = 8.5$^{+2.3}_{-2.2}$ m s−1 in the spectrum of its host star. A consistent detection is independently obtained when we simultaneously image stellar surface inhomogeneities and estimate the planet parameters with Zeeman–Doppler imaging (ZDI). Using ZDI, we invert the time-series of unpolarized and circularly polarized spectra into surface brightness and large-scale magnetic maps. We find a mainly poloidal and axisymmetric field of 475 G, featuring, in particular, a dipole of 450 G tilted at 19° to the rotation axis. Moreover, we detect a strong differential rotation of dΩ = 0.167 ± 0.009 rad d−1 shearing the large-scale field, about twice stronger than that shearing the brightness distribution, suggesting that both observables probe different layers of the convective zone. Even though we caution that more RV measurements are needed to accurately pin down the planet mass, AU Mic b already appears as a prime target for constraining planet formation models, studying the interactions with the surrounding debris disc, and characterizing its atmosphere with upcoming space- and ground-based missions.",93,Monthly Notices of the Royal Astronomical Society,https://openalex.org/W3107253413,https://doi.org/10.1093/mnras/staa3702,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.325,0.543,0.4,1.0,0.4729
Machine learning and cosmological simulations – I. Semi-analytical models,Harshil Kamdar; Matthew Turk; Róbert Brunner,2015,10.1093/mnras/stv2310,"We present a new exploratory framework to model galaxy formation and evolution in a hierarchical Universe by using machine learning (ML). Our motivations are two-fold: (1) presenting a new, promising technique to study galaxy formation, and (2) quantitatively analysing the extent of the influence of dark matter halo properties on galaxies in the backdrop of semi-analytical models (SAMs). We use the influential Millennium Simulation and the corresponding Munich SAM to train and test various sophisticated ML algorithms (k-Nearest Neighbors, decision trees, random forests, and extremely randomized trees). By using only essential dark matter halo physical properties for haloes of M > 1012 M⊙ and a partial merger tree, our model predicts the hot gas mass, cold gas mass, bulge mass, total stellar mass, black hole mass and cooling radius at z = 0 for each central galaxy in a dark matter halo for the Millennium run. Our results provide a unique and powerful phenomenological framework to explore the galaxy–halo connection that is built upon SAMs and demonstrably place ML as a promising and a computationally efficient tool to study small-scale structure formation.",48,Monthly Notices of the Royal Astronomical Society,https://openalex.org/W2143169117,https://doi.org/10.1093/mnras/stv2310,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.575,0.4652,0.0,1.0,0.4695
Detecting outliers and learning complex structures with large spectroscopic surveys – a case study with APOGEE stars,Itamar Reis; D. Poznanski; Dalya Baron; Gail Zasowski; S. Shahaf,2018,10.1093/mnras/sty348,"In this work we apply and expand on a recently introduced outlier detection algorithm that is based on an unsupervised random forest. We use the algorithm to calculate a similarity measure for stellar spectra from the Apache Point Observatory Galactic Evolution Experiment (APOGEE). We show that the similarity measure traces non-trivial physical properties and contains information about complex structures in the data. We use it for visualization and clustering of the dataset, and discuss its ability to find groups of highly similar objects, including spectroscopic twins. Using the similarity matrix to search the dataset for objects allows us to find objects that are impossible to find using their best fitting model parameters. This includes extreme objects for which the models fail, and rare objects that are outside the scope of the model. We use the similarity measure to detect outliers in the dataset, and find a number of previously unknown Be-type stars, spectroscopic binaries, carbon rich stars, young stars, and a few that we cannot interpret. Our work further demonstrates the potential for scientific discovery when combining machine learning methods with modern survey data.",46,Monthly Notices of the Royal Astronomical Society,https://openalex.org/W2766639095,https://doi.org/10.1093/mnras/sty348,machine learning stellar spectra,2026-07-22T10:19:44+00:00,0.475,0.4602,0.2,1.0,0.4681
